yorum,Positivity
Arkadaşlar yaklaşık 2 aydır kullanıyorum şarjı günü çıkarmıyor. Şöyle ki sabah 7.30 da şarjdan çıkartıyorum akşam 5 demiyor. Telefonumda oyun felan yüklü değil. Değişim talep ettim geri dönüş olmadı. İyi düşünün,0
Kesinlikle alınmaması gereken bir telefon. Bluetooth hiç bir aygıtla eşleşmiyor. Kullanışlı değil. Hele ki o nokta kadar bildirim ışığı tam facia. Samsung s5 kullanıyordum kesinlikle s5 e göre berbat bi telefon.,0
İlk zamanlarda her şey çok güzel bi kaç ay sonra telefon donmaktan başka bir işlem yapmıyor almayın pişmanlık kesinlikle,0
COK KOTU BEGENEMEDİM SAMSUN ALIN,0
Ürünü 1 aydır kullanıyorum. Bataryası kötü. Yoğun kullanımda ikindi vakti priz ararsınız. Yedek kablo ile gezmelisiniz. Yoğun kullanan kişiler defalarca donduğunu görecek. Isınınca fotoğrafta bile donuyor. 3D real racing oyununu açamıyor bile. Önceki telim casper via a1 plus bundan ucuz ve iyi idi. İşlemci ve bataryaya bakmadan tel almayın,0
Kesinlikle fiyatini hak etmiyor optimizasyon berbat bi kaç ay sonra çabuk isiniyor tavsiye etmiyorum bu fiyata daha iyi telefonlar var xiaomi modellerine bakmanizi tavsiye ederim,0
bu kadar vasat bir cihaz yok,0
Buradaki yorumlara kanıp aldım çok büyük hata etmişim. telefon arayüzde menü geçişlerine takılıyor bir çok uygulamada donuyor kalıyor. hardreset vs hepsini yaptım nafile. hayal kırıklığı.,0
Sony M5'ten sonra kamerası çık kötü geldi çekimler çok yapay duruyor. Performansı bu fiyat için iyi diyebilirim şarjı benim için idare eder ama çok iyi değil. Her şeye izin istemesi çok fazla kullanıcı verisi kullandığı hissi(ki kullanıyordur) uyandırıyor. Kapatmama rağmen sağlık verisi gösterdi bana zaten :/ Kullnaıcı deneyimi olarak çok hoşlnamadım 3 senelik sony telefonumu özledim.,0
Nasıl oluyor anlamıyorum okadar dikkat etmeme rağmen telefon yamulmuş. Bir baktım herkesin telefonu yamulmuş meğer aleminyum kasa yüzünden diyor diğer kullanan arkadaşlar. Bu uyarıyı lütfen dikkate alın arkadaşlar telefon  ya mu lu yorrrrrr.........!,0
Arkadaşlar Lite telefon almayın Pişman olmayın!,0
Cihazı alalı daha iki ay olmadan cihazın parmak okuyucu menüsü mevcut değildi ve donma kasmaaşırı ısınmalar da cabası.Daha cihazı alır almaz servise verdim.İyi Düşünün.,0
Aldım ürünü 3 ay kullandım portre modu kötü batarya bir günü çıkarmıyor,0
Ürünü alalı neredeyse 8 ay oldu. İlk başlarda iyidi ama bir süre sonra fps de aşırı derecede düşüş yaşadım. Önceden  ortalama yüksek ayarlarda 50-60 fps alıyordum şimdi ise düşük ayarlarda 50 fps zor alıyorum. Sorunum tek bu da değil. Yeni gelen Android pie yani 9.1 sürümüyle güncelledim ve o kadar kasmaya başladı ki  anlatamam. İşin özü uzak durun size tavsiyem budur.,0
Aynı fiyata xioami note 7 de alabilirsiniz. Zaten iki telefonu kiyaslayin xioami' nin  bir üst segment olduğunu anlarsınız,0
Kamera da acayip Bi yapaylık var ben hiç beğenmedim. İçinden çıkan kulaklığı taktım ses o kadar kısık ki çevredeki sesler müziği bastırdı. Video çekerken donma yapıyor.,0
yamuluyor kesinlikle almayın hic iyi bi cihaz degil,0
ürünü aldıktan sonra sorun çıkıyor telefon kapanıyor ve şu anda kullanılmıyor...magdur oldum,0
olumsuz yonleri 1-gunes altında ekran cok başarısız 2-Mesaj yazmada sıkıntı var alışıla gelmis klavye gibi degil harfler hatalı yada basilmiyor 3-Surekli internet kullanan birisi olarak şarj az gidiyor 4- Oyunlarda yavaş ve düşük seviye 5-Cok isiniyor olumlu yönleri ***Tasarımı çok güzel 1- Hafiza 64gb olması gayet iyi 2-Radyo olması 3-/ selfi kamerasının cok kaliteli cekmesi 4-Hizli şarj olmasi 5-Cok hızlı p92017 telefonumdan buna gecis yaptim ama mesaj yazma cok sıkıntılı cok eksigi var p92017 de fazla uyvulama yukleyemiyordum hafıza yüzünden alacak arladaslara pek tavsiye etmem açıkçası,0
Yan sanayisi honor play de pubg hd de kasmadan oynarken bu telefon da en düşükte bile oynıyamıyorum açıkçası aldığıma çok pişmanım,0
Arkadaşlar yaklaşık 2 aydır kullanıyorum şarjı günü çıkarmıyor. Şöyle ki sabah 7.30 da şarjdan çıkartıyorum akşam 5 demiyor. Telefonumda oyun felan yüklü değil. Değişim talep ettim geri dönüş olmadı. İyi düşünün,0
Kesinlikle alınmaması gereken bir telefon. Bluetooth hiç bir aygıtla eşleşmiyor. Kullanışlı değil. Hele ki o nokta kadar bildirim ışığı tam facia. Samsung s5 kullanıyordum kesinlikle s5 e göre berbat bi telefon.,0
İlk zamanlarda her şey çok güzel bi kaç ay sonra telefon donmaktan başka bir işlem yapmıyor almayın pişmanlık kesinlikle,0
COK KOTU BEGENEMEDİM SAMSUN ALIN,0
Ürünü 1 aydır kullanıyorum. Bataryası kötü. Yoğun kullanımda ikindi vakti priz ararsınız. Yedek kablo ile gezmelisiniz. Yoğun kullanan kişiler defalarca donduğunu görecek. Isınınca fotoğrafta bile donuyor. 3D real racing oyununu açamıyor bile. Önceki telim casper via a1 plus bundan ucuz ve iyi idi. İşlemci ve bataryaya bakmadan tel almayın,0
Kesinlikle fiyatini hak etmiyor optimizasyon berbat bi kaç ay sonra çabuk isiniyor tavsiye etmiyorum bu fiyata daha iyi telefonlar var xiaomi modellerine bakmanizi tavsiye ederim,0
bu kadar vasat bir cihaz yok,0
Buradaki yorumlara kanıp aldım çok büyük hata etmişim. telefon arayüzde menü geçişlerine takılıyor bir çok uygulamada donuyor kalıyor. hardreset vs hepsini yaptım nafile. hayal kırıklığı.,0
Sony M5'ten sonra kamerası çık kötü geldi çekimler çok yapay duruyor. Performansı bu fiyat için iyi diyebilirim şarjı benim için idare eder ama çok iyi değil. Her şeye izin istemesi çok fazla kullanıcı verisi kullandığı hissi(ki kullanıyordur) uyandırıyor. Kapatmama rağmen sağlık verisi gösterdi bana zaten :/ Kullnaıcı deneyimi olarak çok hoşlnamadım 3 senelik sony telefonumu özledim.,0
Nasıl oluyor anlamıyorum okadar dikkat etmeme rağmen telefon yamulmuş. Bir baktım herkesin telefonu yamulmuş meğer aleminyum kasa yüzünden diyor diğer kullanan arkadaşlar. Bu uyarıyı lütfen dikkate alın arkadaşlar telefon  ya mu lu yorrrrrr.........!,0
Arkadaşlar Lite telefon almayın Pişman olmayın!,0
Cihazı alalı daha iki ay olmadan cihazın parmak okuyucu menüsü mevcut değildi ve donma kasmaaşırı ısınmalar da cabası.Daha cihazı alır almaz servise verdim.İyi Düşünün.,0
Aldım ürünü 3 ay kullandım portre modu kötü batarya bir günü çıkarmıyor,0
Ürünü alalı neredeyse 8 ay oldu. İlk başlarda iyidi ama bir süre sonra fps de aşırı derecede düşüş yaşadım. Önceden  ortalama yüksek ayarlarda 50-60 fps alıyordum şimdi ise düşük ayarlarda 50 fps zor alıyorum. Sorunum tek bu da değil. Yeni gelen Android pie yani 9.1 sürümüyle güncelledim ve o kadar kasmaya başladı ki  anlatamam. İşin özü uzak durun size tavsiyem budur.,0
Aynı fiyata xioami note 7 de alabilirsiniz. Zaten iki telefonu kiyaslayin xioami' nin  bir üst segment olduğunu anlarsınız,0
Kamera da acayip Bi yapaylık var ben hiç beğenmedim. İçinden çıkan kulaklığı taktım ses o kadar kısık ki çevredeki sesler müziği bastırdı. Video çekerken donma yapıyor.,0
yamuluyor kesinlikle almayın hic iyi bi cihaz degil,0
ürünü aldıktan sonra sorun çıkıyor telefon kapanıyor ve şu anda kullanılmıyor...magdur oldum,0
olumsuz yonleri 1-gunes altında ekran cok başarısız 2-Mesaj yazmada sıkıntı var alışıla gelmis klavye gibi degil harfler hatalı yada basilmiyor 3-Surekli internet kullanan birisi olarak şarj az gidiyor 4- Oyunlarda yavaş ve düşük seviye 5-Cok isiniyor olumlu yönleri ***Tasarımı çok güzel 1- Hafiza 64gb olması gayet iyi 2-Radyo olması 3-/ selfi kamerasının cok kaliteli cekmesi 4-Hizli şarj olmasi 5-Cok hızlı p92017 telefonumdan buna gecis yaptim ama mesaj yazma cok sıkıntılı cok eksigi var p92017 de fazla uyvulama yukleyemiyordum hafıza yüzünden alacak arladaslara pek tavsiye etmem açıkçası,0
Yan sanayisi honor play de pubg hd de kasmadan oynarken bu telefon da en düşükte bile oynıyamıyorum açıkçası aldığıma çok pişmanım,0
Arkadaşlar yaklaşık 2 aydır kullanıyorum şarjı günü çıkarmıyor. Şöyle ki sabah 7.30 da şarjdan çıkartıyorum akşam 5 demiyor. Telefonumda oyun felan yüklü değil. Değişim talep ettim geri dönüş olmadı. İyi düşünün,0
Kesinlikle alınmaması gereken bir telefon. Bluetooth hiç bir aygıtla eşleşmiyor. Kullanışlı değil. Hele ki o nokta kadar bildirim ışığı tam facia. Samsung s5 kullanıyordum kesinlikle s5 e göre berbat bi telefon.,0
İlk zamanlarda her şey çok güzel bi kaç ay sonra telefon donmaktan başka bir işlem yapmıyor almayın pişmanlık kesinlikle,0
COK KOTU BEGENEMEDİM SAMSUN ALIN,0
Ürünü 1 aydır kullanıyorum. Bataryası kötü. Yoğun kullanımda ikindi vakti priz ararsınız. Yedek kablo ile gezmelisiniz. Yoğun kullanan kişiler defalarca donduğunu görecek. Isınınca fotoğrafta bile donuyor. 3D real racing oyununu açamıyor bile. Önceki telim casper via a1 plus bundan ucuz ve iyi idi. İşlemci ve bataryaya bakmadan tel almayın,0
Kesinlikle fiyatini hak etmiyor optimizasyon berbat bi kaç ay sonra çabuk isiniyor tavsiye etmiyorum bu fiyata daha iyi telefonlar var xiaomi modellerine bakmanizi tavsiye ederim,0
bu kadar vasat bir cihaz yok,0
Buradaki yorumlara kanıp aldım çok büyük hata etmişim. telefon arayüzde menü geçişlerine takılıyor bir çok uygulamada donuyor kalıyor. hardreset vs hepsini yaptım nafile. hayal kırıklığı.,0
Sony M5'ten sonra kamerası çık kötü geldi çekimler çok yapay duruyor. Performansı bu fiyat için iyi diyebilirim şarjı benim için idare eder ama çok iyi değil. Her şeye izin istemesi çok fazla kullanıcı verisi kullandığı hissi(ki kullanıyordur) uyandırıyor. Kapatmama rağmen sağlık verisi gösterdi bana zaten :/ Kullnaıcı deneyimi olarak çok hoşlnamadım 3 senelik sony telefonumu özledim.,0
Nasıl oluyor anlamıyorum okadar dikkat etmeme rağmen telefon yamulmuş. Bir baktım herkesin telefonu yamulmuş meğer aleminyum kasa yüzünden diyor diğer kullanan arkadaşlar. Bu uyarıyı lütfen dikkate alın arkadaşlar telefon  ya mu lu yorrrrrr.........!,0
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
